 946.166,
 934.113,
 938.906,
 928.900,
 926.986,
 934.074,
 926.647,
 931.163,
 951.309,
 945.551,
 978.019,
 2099.722,
 1891.733,
 928.328,
 939.536,
 936.080,
 939.134,
 937.656,
 1002.599,
 1208.504,
 1187.241,
 1214.159,
 1136.384,
 1095.427,
 1102.657,
 1055.834,
 1035.862,
 1012.651,
 1000.923,
 973.139,
 978.702,
 945.368,
 956.121,
 977.773,
 973.648,
 954.164,
 960.783,
 984.630,
 978.405,
 991.547,
 1061.641,
 950.754,
 972.349,
 987.239,
 984.393,
 989.084,
 1020.258,
 985.850,
 982.988,
 980.733,
