 49.834,
 48.793,
 49.677,
 49.301,
 48.667,
 49.194,
 49.091,
 49.296,
 49.144,
 48.694,
 49.400,
 49.403,
 49.456,
 48.365,
 50.126,
 49.124,
 50.236,
 50.091,
 48.760,
 50.460,
 50.408,
 51.634,
 52.004,
 52.718,
 51.645,
 51.732,
 51.419,
 51.717,
 52.278,
 51.025,
 51.747,
 51.593,
 51.833,
 51.985,
 51.714,
 51.668,
 51.993,
 51.929,
 51.596,
 52.279,
 51.995,
 51.267,
 51.223,
 53.081,
 51.936,
 51.427,
 56.843,
 52.262,
 52.110,
 51.579
