1310.530,
1323.928,
1309.172,
1331.184,
1304.062,
1302.655,
1299.428,
1299.664,
1309.434,
1310.037,
1338.169,
1283.443,
1287.954,
1309.975,
1338.411,
1295.331,
1290.974,
1291.006,
1292.055,
1295.410,
1926.247,
2782.823,
1304.300,
1324.085,
1341.933,
1436.883,
1440.489,
1364.926,
1291.052,
1297.876,
1293.269,
1288.432,
1290.300,
1806.479,
2813.960,
1323.986,
1329.184,
1322.641,
1422.482,
1414.508,
1387.523,
1292.374,
1281.904,
1288.118,
1283.705,
1285.565,
1684.152,
2806.086,
1485.180,
1298.739
